ticker,company,sector
HVN,Harvey Norman,Consumer Discretionary
IAG,Insurance Australia Group,Financials
IFL,Insignia Financial,Financials
IFT,Infratil,Financials
IGO,IGO,Materials
ILU,Iluka Resources,Materials
IMD,IMDEX,Materials
JBH,JB Hi-Fi,Consumer Discretionary
JHX,James Hardie,Materials
L1G,L1 Group,Financials
LLC,Lendlease,Real Estate
LNW,Light & Wonder,Consumer Discretionary
LOV,Lovisa,Consumer Discretionary
LSF,L1 Long Short Fund,Financials
LTR,Liontown Resources,Materials
LYC,Lynas Rare Earths,Materials
MCY,Mercury NZ,Utilities
MEZ,Meridian Energy,Utilities
MFF,MFF Capital Investments,Financials
MFG,Magellan Financial Group,Financials
MGR,Mirvac,Real Estate
MIN,Mineral Resources,Materials
MND,Monadelphous Group,Industrials
MPL,Medibank,Financials
MQG,Macquarie Group,Financials
MSB,Mesoblast,Healthcare
MTS,Metcash,Consumer Staples
MXT,Metrics Master Income Trust,Financials
NAB,National Australia Bank,Financials
NEM,Newmont,Materials
NHC,New Hope,Energy
NHF,Nib,Financials
NIC,Nickel Industries,Materials
NSR,National Storage,Real Estate
NST,Northern Star Resources,Materials
NWH,NRW Holdings,Industrials
NWL,Netwealth Group,Financials
NWS,News Corp Class B,Communication Services
NXG,Nexgen Energy,Energy
NXT,NextDC,Information Technology
OBM,Ora Banda Mining,Materials
ORA,Orora,Materials
ORG,Origin Energy,Utilities
ORI,Orica,Materials
PDI,Predictive Discovery,Materials
PDN,Paladin Energy,Energy
PLS,PLS Group,Materials
PME,Pro Medicus,Healthcare
PMV,Premier Investments,Consumer Discretionary
PNI,Pinnacle Investment Management,Financials
PPT,Perpetual,Financials
PRN,Perenti,Materials
PRU,Perseus Mining,Materials
PXA,Pexa Group,Real Estate
QAN,Qantas,Industrials
QBE,QBE Insurance,Financials
QUB,Qube Holdings,Industrials
RDX,Redox,Industrials
REA,REA Group,Communication Services
REG,Regis Healthcare,Healthcare
REH,Reece Group,Industrials
RGN,Region Group,Real Estate
RHC,Ramsay Health Care,Healthcare
RIO,Rio Tinto,Materials
RMD,ResMed,Healthcare
RMS,Ramelius Resources,Materials
RRL,Regis Resources,Materials
RSG,Resolute Mining,Materials
RWC,Reliance Worldwide Corporation,Industrials
RYM,Ryman Healthcare,Healthcare
S32,South32,Materials
SCG,Scentre Group,Real Estate
SDF,Steadfast Group,Financials
SEK,Seek,Communication Services
SFR,Sandfire Resources,Materials
SGH,SGH,Industrials
SGM,Sims Metal,Materials
SGP,Stockland,Real Estate
SHL,Sonic Healthcare,Healthcare
SIG,Sigma Healthcare,Healthcare
SMR,Stanmore Resources,Materials
SNZ,Summerset Group Holdings,Healthcare
SOL,Soul Patts,Financials
SPK,Spark New Zealand,Communication Services
STO,Santos,Energy
SUL,Super Retail Group,Consumer Discretionary
SUN,Suncorp,Financials
TAH,Tabcorp,Consumer Discretionary
TCL,Transurban,Industrials
TLC,The Lottery Corporation,Consumer Discretionary
TLS,Telstra,Communication Services
TLX,Telix Pharmaceuticals,Healthcare
TNE,TechnologyOne,Information Technology
TPG,TPG Telecom,Communication Services
TUA,Tuas,Communication Services
TWE,Treasury Wine Estates,Consumer Staples
VAU,Vault Minerals,Materials
VCX,Vicinity Centres,Real Estate
VEA,Viva Energy,Energy
VGN,Virgin Australia Holdings,Industrials
VNT,Ventia Services Group,Industrials
WAF,West African Resources,Materials
WAM,WAM Capital,Financials
WBC,Westpac,Financials
WDS,Woodside Energy Group,Energy
WES,Wesfarmers,Consumer Discretionary
WGX,Westgold Resources,Materials
WHC,Whitehaven Coal,Energy
WLE,WAM Leaders,Financials
WOR,Worley,Energy
WOW,Woolworths Group,Consumer Staples
WTC,Wisetech Global,Information Technology
XRO,Xero,Information Technology
XYX,"Block, Inc.",Financials
YAL,Yancoal Australia,Materials
ZIM,Zimplats Holdings,Materials
ZIP,Zip,Financials
